era,n_decisions,mean_forgone_wp,median_forgone_wp,total_forgone_wp,pct_correct
pre_belichick,15110,0.0019137253604937644,0.0,28.91639019706078,0.7608206485771013
chilling_effect,30545,0.0020515791848477478,0.0,62.66548620117445,0.7693239482730397
analytics_era,26131,0.002350428924175478,0.0,61.419058217629406,0.7450537675557767
