season,game_id,play_id,field_pos,yards_to_go,score_diff,time_remaining,actual_decision,ex_ante_optimal,ex_post_optimal,ex_ante_match,ex_post_match,models_agree,ex_ante_confidence,ex_ante_margin,ex_post_margin,ex_ante_wp_go,ex_ante_wp_punt,ex_ante_wp_fg,train_start,train_end,posteam,defteam,week,season_type,home_team,away_team,game_date,qtr,desc,decision_clarity,confidence_category,coach_wrong,mistake_type,wp_cost
2007,2007_13_ATL_STL,4044.0,9,7,-5,139,go_for_it,field_goal,field_goal,False,False,True,1.0,0.1363012961499198,0.14564758119478205,0.14640703431878366,0.21134443556418894,0.34764573171410873,1999,2006,,,,,,,,,,clear,obvious,True,egregious,0.1363012961499198
2013,2013_01_TB_NYJ,4001.0,54,5,1,141,punt,go_for_it,go_for_it,False,False,True,1.0,0.1361469331124764,0.14504978301364957,0.7322600831814787,0.5961131500690023,0.0,1999,2012,,,,,,,,,,clear,obvious,True,egregious,0.1361469331124764
2014,2014_03_DAL_STL,3635.0,68,3,3,131,punt,go_for_it,go_for_it,False,False,True,1.0,0.13479030437250483,0.13511341853350955,0.7984848182516008,0.663694513879096,0.0,1999,2013,,,,,,,,,,clear,obvious,True,egregious,0.13479030437250483
2023,2023_06_SEA_CIN,3683.0,6,6,-4,128,go_for_it,field_goal,field_goal,False,False,True,1.0,0.13421908581725378,0.13488981133398953,0.15038570949626862,0.2268709127527036,0.3610899985699574,1999,2022,SEA,CIN,6.0,REG,CIN,SEA,2023-10-15,4.0,(2:08) (Shotgun) 7-G.Smith sacked at CIN 14 for -8 yards (94-S.Hubbard).,clear,obvious,True,egregious,0.13421908581725378
2016,2016_11_MIA_LA,3631.0,69,4,3,138,punt,go_for_it,go_for_it,False,False,True,1.0,0.13287145928095223,0.13348523212104346,0.7688463245117833,0.635974865230831,0.0,1999,2015,,,,,,,,,,clear,obvious,True,egregious,0.13287145928095223
2018,2018_02_OAK_DEN,3747.0,49,5,2,126,punt,go_for_it,go_for_it,False,False,True,1.0,0.1325163095877263,0.1282643427272282,0.7452026420470914,0.6126863324593651,0.0,1999,2017,,,,,,,,,,clear,obvious,True,egregious,0.1325163095877263
2015,2015_04_BAL_PIT,3407.0,61,10,-3,131,go_for_it,punt,punt,False,False,True,1.0,0.13228547637965624,0.13343093449621282,0.1591288150392248,0.29141429141888103,0.0,1999,2014,,,,,,,,,,clear,obvious,True,egregious,0.13228547637965624
2013,2013_13_NE_HOU,3614.0,57,12,-3,126,go_for_it,punt,punt,False,False,True,1.0,0.13021504315850313,0.12180432987255194,0.18113277878908934,0.3113478219475925,0.0,1999,2012,,,,,,,,,,clear,obvious,True,egregious,0.13021504315850313
2008,2008_01_TB_NO,3887.0,75,2,4,156,punt,go_for_it,go_for_it,False,False,True,1.0,0.1294102896552647,0.13205940817534845,0.8298374044289212,0.7004271147736565,0.0,1999,2007,,,,,,,,,,clear,obvious,True,egregious,0.1294102896552647
2007,2007_03_SD_GB,3642.0,72,3,4,147,punt,go_for_it,go_for_it,False,False,True,1.0,0.12792564022800146,0.11821912127554546,0.8158782560374298,0.6879526158094283,0.0,1999,2006,,,,,,,,,,clear,obvious,True,egregious,0.12792564022800146
2010,2010_08_WAS_DET,4210.0,72,10,-3,135,go_for_it,punt,punt,False,False,True,1.0,0.12778149680487172,0.1219656061314199,0.13773159227413379,0.2655130890790055,0.0,1999,2009,,,,,,,,,,clear,obvious,True,egregious,0.12778149680487172
2024,2024_05_ARI_SF,3625.0,60,5,-2,169,go_for_it,punt,punt,False,False,True,1.0,0.12669379036363154,0.12968054178006982,0.21905392109886596,0.3457477114624975,0.0,1999,2023,ARI,SF,5.0,REG,SF,ARI,2024-10-06,4.0,(2:49) (Shotgun) 1-K.Murray pass short left to 18-M.Harrison to SF 46 for 14 yards (22-I.Yiadom) [56-L.Floyd].,clear,obvious,True,egregious,0.12669379036363154
2023,2023_11_PHI_KC,4055.0,83,2,-4,138,go_for_it,punt,punt,False,False,True,1.0,0.12561291068878616,0.1323515157560261,0.05160469202034049,0.17721760270912665,0.0,1999,2022,KC,PHI,11.0,REG,KC,PHI,2023-11-20,4.0,(2:18) (Shotgun) 15-P.Mahomes pass short middle to 87-T.Kelce to KC 21 for 4 yards (21-S.Brown).,clear,obvious,True,egregious,0.12561291068878616
2012,2012_06_DET_PHI,4442.0,82,4,3,158,punt,go_for_it,go_for_it,False,False,True,1.0,0.12528504184985934,0.12849458689643978,0.7585170892665067,0.6332320474166474,0.0,1999,2011,,,,,,,,,,clear,obvious,True,egregious,0.12528504184985934
2017,2017_15_NE_PIT,3408.0,72,1,5,136,punt,go_for_it,go_for_it,False,False,True,1.0,0.12514386765699503,0.12593294918638664,0.8705726865872113,0.7454288189302163,0.0,1999,2016,,,,,,,,,,clear,obvious,True,egregious,0.12514386765699503
2023,2023_10_HOU_CIN,4192.0,68,3,3,140,punt,go_for_it,go_for_it,False,False,True,1.0,0.12405587782405858,0.12792570709890128,0.8180914035552203,0.6940355257311617,0.0,1999,2022,HOU,CIN,10.0,REG,CIN,HOU,2023-11-12,4.0,"(2:20) 11-C.Johnston punts 47 yards to CIN 21, Center-46-J.Weeks. 16-T.Irwin to CIN 29 for 8 yards (53-B.Cashman).",clear,obvious,True,egregious,0.12405587782405858
2019,2019_17_SF_SEA,3536.0,70,1,5,154,punt,go_for_it,go_for_it,False,False,True,1.0,0.1239749784036902,0.12367673039572924,0.8702114358628393,0.7462364574591491,0.0,1999,2018,SF,SEA,17.0,REG,SEA,SF,2019-12-29,4.0,"(2:34) 6-M.Wishnowsky punts 43 yards to SEA 27, Center-86-K.Nelson, fair catch by 83-D.Moore.",clear,obvious,True,egregious,0.1239749784036902
2023,2023_11_MIN_DEN,3724.0,68,3,-5,147,go_for_it,punt,punt,False,False,True,1.0,0.12283932458354058,0.12648727698429071,0.05887625643038214,0.1817155810139227,0.0,1999,2022,DEN,MIN,11.0,REG,DEN,MIN,2023-11-19,4.0,"(2:27) (No Huddle, Shotgun) 3-R.Wilson pass short left to 14-C.Sutton to DEN 45 for 13 yards (40-I.Pace). Penalty on MIN-40-I.Pace, Defensive Pass Interference, declined.",clear,obvious,True,egregious,0.12283932458354058
2024,2024_03_KC_ATL,4007.0,86,2,5,153,punt,go_for_it,go_for_it,False,False,True,1.0,0.12239734262000357,0.12295148263900368,0.8470229163476469,0.7246255737276434,0.0,1999,2023,KC,ATL,3.0,REG,ATL,KC,2024-09-22,4.0,"(2:33) 14-M.Araiza punts 51 yards to ATL 35, Center-41-J.Winchester, fair catch by 26-A.Williams.",clear,obvious,True,egregious,0.12239734262000357
2018,2018_07_CAR_PHI,3444.0,69,10,-3,126,go_for_it,punt,punt,False,False,True,1.0,0.1216743514335211,0.12340256088953519,0.142366923302733,0.2640412747362541,0.0,1999,2017,,,,,,,,,,clear,obvious,True,egregious,0.1216743514335211
2019,2019_13_LAC_DEN,3570.0,76,11,-3,142,go_for_it,punt,punt,False,False,True,1.0,0.12085499285158957,0.11935286927155275,0.14778089923446686,0.2686358920860564,0.0,1999,2018,LAC,DEN,13.0,REG,DEN,LAC,2019-12-01,4.0,(2:22) (Shotgun) 17-P.Rivers pass deep left to 81-M.Williams to DEN 38 for 38 yards (26-I.Yiadom).,clear,obvious,True,egregious,0.12085499285158957
2015,2015_11_CIN_ARI,4154.0,71,1,3,172,punt,go_for_it,go_for_it,False,False,True,1.0,0.1208407922663789,0.11719769208097497,0.7162073663963144,0.5953665741299355,0.0,1999,2014,,,,,,,,,,clear,obvious,True,egregious,0.1208407922663789
2017,2017_03_ATL_DET,3886.0,54,1,4,151,punt,go_for_it,go_for_it,False,False,True,1.0,0.1205021994990344,0.12537783089805044,0.8777686233634895,0.7572664238644551,0.0,1999,2016,,,,,,,,,,clear,obvious,True,egregious,0.1205021994990344
2021,2021_16_CLE_GB,3468.0,58,6,2,134,punt,go_for_it,go_for_it,False,False,True,1.0,0.12034269214587456,0.12191424120700844,0.7017064008863094,0.5813637087404349,0.0,1999,2020,GB,CLE,16.0,REG,GB,CLE,2021-12-25,4.0,"(2:14) 7-C.Bojorquez punts 41 yards to CLE 17, Center-46-S.Wirtel. 11-D.Peoples-Jones ran ob at CLE 25 for 8 yards (41-H.Black).",clear,obvious,True,egregious,0.12034269214587456
2010,2010_08_BUF_KC,3325.0,4,4,-7,143,go_for_it,field_goal,field_goal,False,False,True,1.0,0.12003396246513762,0.11638589328840476,0.09307561408199361,0.15361706065693945,0.27365102312207706,1999,2009,,,,,,,,,,clear,obvious,True,egregious,0.12003396246513762
2020,2020_16_IND_PIT,3950.0,56,1,4,145,punt,go_for_it,go_for_it,False,False,True,1.0,0.11748726359344697,0.11982307211900411,0.8751568940350142,0.7576696304415672,0.0,1999,2019,PIT,IND,16.0,REG,PIT,IND,2020-12-27,4.0,"(2:25) 4-J.Berry punts 41 yards to IND 15, Center-57-K.Canaday, fair catch by 21-N.Hines.",clear,obvious,True,egregious,0.11748726359344697
2018,2018_14_CAR_CLE,3838.0,3,3,-6,159,go_for_it,field_goal,field_goal,False,False,True,1.0,0.11721786214305277,0.12075661576902957,0.09546993351749276,0.1506868880200862,0.26790475016313897,1999,2017,,,,,,,,,,clear,obvious,True,egregious,0.11721786214305277
2011,2011_14_NO_TEN,4044.0,24,1,-5,152,go_for_it,field_goal,field_goal,False,False,True,1.0,0.11717004626271449,0.12406052877564339,0.08170011599408722,0.20957047885975544,0.3267405251224699,1999,2010,,,,,,,,,,clear,obvious,True,egregious,0.11717004626271449
2015,2015_05_SEA_CIN,3635.0,74,4,3,150,punt,go_for_it,go_for_it,False,False,True,1.0,0.11708755731407283,0.11608191358642495,0.791710655500738,0.6746230981866652,0.0,1999,2014,,,,,,,,,,clear,obvious,True,egregious,0.11708755731407283
2008,2008_02_CHI_CAR,3871.0,73,3,3,157,punt,go_for_it,go_for_it,False,False,True,1.0,0.1166268742205695,0.12676312459425843,0.8102956757766193,0.6936688015560498,0.0,1999,2007,,,,,,,,,,clear,obvious,True,egregious,0.1166268742205695
2008,2008_08_SD_NO,4407.0,48,2,-7,146,go_for_it,punt,punt,False,False,True,1.0,0.11577432812209604,0.10358479101009607,0.05145314681835191,0.16722747494044796,0.0,1999,2007,,,,,,,,,,clear,obvious,True,egregious,0.11577432812209604
2013,2013_14_MIA_PIT,4067.0,90,10,-3,153,go_for_it,punt,punt,False,False,True,1.0,0.11555372067192282,0.11231568803572024,0.12062160022482923,0.23617532089675206,0.0,1999,2012,,,,,,,,,,clear,obvious,True,egregious,0.11555372067192282
2013,2013_12_CAR_MIA,4097.0,80,10,-3,153,go_for_it,punt,punt,False,False,True,1.0,0.11476117677927325,0.11219050895666884,0.12208092608291474,0.236842102862188,0.0,1999,2012,,,,,,,,,,clear,obvious,True,egregious,0.11476117677927325
2006,2006_10_SF_DET,3816.0,19,13,-6,161,go_for_it,field_goal,field_goal,False,False,True,1.0,0.11449314355626075,0.12172934307418129,0.17880299517483705,0.20254695583561347,0.3170400993918742,1999,2005,,,,,,,,,,clear,obvious,True,egregious,0.11449314355626075
2011,2011_14_MIN_DET,4095.0,58,1,-6,127,go_for_it,punt,punt,False,False,True,1.0,0.11377242891063037,0.11117039648598498,0.04180074766399132,0.1555731765746217,0.0,1999,2010,,,,,,,,,,clear,obvious,True,egregious,0.11377242891063037
2008,2008_11_MIN_TB,3331.0,73,3,-6,149,go_for_it,punt,punt,False,False,True,1.0,0.11321288381090136,0.1052071588299708,0.055401423800373904,0.16861430761127527,0.0,1999,2007,,,,,,,,,,clear,obvious,True,egregious,0.11321288381090136
2009,2009_15_CLE_KC,3933.0,12,6,-7,146,go_for_it,field_goal,field_goal,False,False,True,1.0,0.11271764374039978,0.11232232442228277,0.10013718072257682,0.15397067215221033,0.2666883158926101,1999,2008,,,,,,,,,,clear,obvious,True,egregious,0.11271764374039978
2010,2010_09_TB_ATL,3644.0,2,1,-6,164,go_for_it,field_goal,field_goal,False,False,True,1.0,0.11153635029401862,0.11139375873649815,0.09978045981380584,0.13738623915959364,0.24892258945361226,1999,2009,,,,,,,,,,clear,obvious,True,egregious,0.11153635029401862
2023,2023_01_ARI_WAS,4065.0,15,3,1,146,field_goal,go_for_it,go_for_it,False,False,True,1.0,0.11106962684136457,0.10893010010319093,0.7844021197917964,0.5013274357763315,0.6733324929504318,1999,2022,WAS,ARI,1.0,REG,WAS,ARI,2023-09-10,4.0,"(2:26) 6-J.Slye 33 yard field goal is GOOD, Center-54-C.Cheeseman, Holder-5-T.Way.",clear,obvious,True,egregious,0.11106962684136457
2012,2012_01_PHI_CLE,4397.0,23,1,-6,170,go_for_it,field_goal,field_goal,False,False,True,1.0,0.11051384405222431,0.11481110092997038,0.15495313062132726,0.18448192378712952,0.29499576783935383,1999,2011,,,,,,,,,,clear,obvious,True,egregious,0.11051384405222431
2018,2018_13_IND_JAX,3910.0,19,1,-6,158,go_for_it,field_goal,field_goal,False,False,True,1.0,0.10854893368356094,0.11306807753856488,0.07562837214465466,0.15998442414055214,0.2685333578241131,1999,2017,,,,,,,,,,clear,obvious,True,egregious,0.10854893368356094
2015,2015_06_CHI_DET,4036.0,74,3,4,151,punt,go_for_it,go_for_it,False,False,True,1.0,0.10800179393638831,0.10656336128924249,0.8350242400685222,0.7270224461321338,0.0,1999,2014,,,,,,,,,,clear,obvious,True,egregious,0.10800179393638831
2006,2006_16_CHI_DET,4502.0,75,5,-5,127,go_for_it,punt,punt,False,False,True,1.0,0.10765331801528338,0.09887489112260549,0.06901307218659664,0.17666639020188002,0.0,1999,2005,,,,,,,,,,clear,obvious,True,egregious,0.10765331801528338
2024,2024_17_ARI_LA,4016.0,83,4,4,129,punt,go_for_it,go_for_it,False,False,True,1.0,0.10750875184434261,0.1097222569157944,0.802139149779302,0.6946303979349594,0.0,1999,2023,LA,ARI,17.0,REG,LA,ARI,2024-12-28,4.0,"(2:09) 42-E.Evans punts 47 yards to ARI 36, Center-47-A.Ward, downed by LA-19-X.Smith.",clear,obvious,True,egregious,0.10750875184434261
2024,2024_18_SEA_LA,3743.0,66,6,-5,155,go_for_it,punt,punt,False,False,True,1.0,0.10725977889332519,0.10955392166281173,0.07902646579659761,0.1862862446899228,0.0,1999,2023,LA,SEA,18.0,REG,LA,SEA,2025-01-05,4.0,(2:35) (Shotgun) 11-J.Garoppolo pass short right to 89-T.Higbee to SEA 49 for 17 yards (13-E.Jones; 2-R.Jenkins) [90-Ja.Reed].,clear,obvious,True,egregious,0.10725977889332519
2023,2023_14_NE_PIT,3673.0,77,1,3,171,punt,go_for_it,go_for_it,False,False,True,1.0,0.10649266490628506,0.10587227261173049,0.7655248315103399,0.6590321666040548,0.0,1999,2022,NE,PIT,14.0,REG,PIT,NE,2023-12-07,4.0,"(2:51) 17-B.Baringer punts 50 yards to PIT 27, Center-49-J.Cardona, fair catch by 19-C.Austin.",clear,obvious,True,egregious,0.10649266490628506
2016,2016_05_WAS_BAL,3867.0,75,2,-6,122,go_for_it,punt,punt,False,False,True,1.0,0.1064232757860811,0.1012938003206916,0.04555396018587964,0.15197723597196075,0.0,1999,2015,,,,,,,,,,clear,obvious,True,egregious,0.1064232757860811
2006,2006_01_NO_CLE,3746.0,69,3,5,126,punt,go_for_it,go_for_it,False,False,True,1.0,0.1048425730972199,0.10420018040244194,0.8305449432059916,0.7257023701087717,0.0,1999,2005,,,,,,,,,,clear,obvious,True,egregious,0.1048425730972199
2010,2010_03_SD_SEA,4120.0,19,15,-7,154,go_for_it,field_goal,field_goal,False,False,True,1.0,0.10483343400719033,0.10507148059910718,0.13954305202363265,0.15416347661361193,0.25899691062080227,1999,2009,,,,,,,,,,clear,obvious,True,egregious,0.10483343400719033
2016,2016_10_ATL_PHI,3875.0,60,5,-6,144,go_for_it,punt,punt,False,False,True,1.0,0.10455261327521546,0.09840464755242341,0.06641783694403879,0.17097045021925425,0.0,1999,2015,,,,,,,,,,clear,obvious,True,egregious,0.10455261327521546
2019,2019_07_ARI_NYG,3776.0,67,15,-3,155,go_for_it,punt,punt,False,False,True,1.0,0.10347893494323376,0.10155345610035094,0.1809752997485475,0.28445423469178127,0.0,1999,2018,NYG,ARI,7.0,REG,NYG,ARI,2019-10-20,4.0,"(2:35) (Shotgun) 8-D.Jones sacked at NYG 23 for -10 yards (21-P.Peterson). FUMBLES (21-P.Peterson) [21-P.Peterson], RECOVERED by ARI-43-H.Reddick at NYG 20. 43-H.Reddick to NYG 17 for 3 yards (76-N.Solder). ARI-43-H.Reddick was injured during the play. Officially, a sack for 13 yards.",clear,obvious,True,egregious,0.10347893494323376
2017,2017_03_HOU_NE,3913.0,18,1,2,148,field_goal,go_for_it,go_for_it,False,False,True,1.0,0.10293279530337418,0.10426496768955384,0.8565414294645262,0.6130120653600447,0.753608634161152,1999,2016,,,,,,,,,,clear,obvious,True,egregious,0.10293279530337418
2006,2006_10_HOU_JAX,3938.0,69,5,3,162,punt,go_for_it,go_for_it,False,False,True,1.0,0.102154065538962,0.10550485876192339,0.7229569150123871,0.6208028494734251,0.0,1999,2005,,,,,,,,,,clear,obvious,True,egregious,0.102154065538962
2014,2014_06_DAL_SEA,3765.0,77,6,-4,160,go_for_it,punt,punt,False,False,True,1.0,0.10209413445367861,0.09948250083136366,0.08657722437717731,0.18867135883085592,0.0,1999,2013,,,,,,,,,,clear,obvious,True,egregious,0.10209413445367861
2011,2011_07_SEA_CLE,4107.0,74,15,-3,147,go_for_it,punt,punt,False,False,True,1.0,0.10069753572652401,0.09600383538833548,0.15335164128276846,0.25404917700929247,0.0,1999,2010,,,,,,,,,,clear,obvious,True,egregious,0.10069753572652401
2020,2020_17_DAL_NYG,4069.0,34,2,-4,152,go_for_it,field_goal,field_goal,False,False,True,1.0,0.10004516487287407,0.10589652742376288,0.09781831617928384,0.24694404885559568,0.34698921372846975,1999,2019,DAL,NYG,17.0,REG,NYG,DAL,2021-01-03,4.0,(2:32) (Shotgun) 14-A.Dalton left end ran ob at NYG 23 for 11 yards (29-X.McKinney).,clear,obvious,True,egregious,0.10004516487287407
