war_coefficient,age_coefficient,age_sq_coefficient,war_pvalue,age_pvalue,age_sq_pvalue,r_squared,n_obs
7822323.989560993,359137.0419334615,-8162.508995058826,0.0,0.3329573749354414,0.14583178471024943,0.7563408187792575,9392
