era,years,n_opportunities,n_attempts,attempt_rate,success_rate,avg_break_even,success_margin,pct_above_break_even,wp_per_attempt
new_rules,2023-2024,91755,767,0.008359217481336167,0.7470664928292047,0.7222438070404172,0.024822685788787435,0.6531942633637549,0.0015077382218919347
